".Net基础视频教程之委托、XML","http://pan.baidu.com/s/1hscCibE"
"PHP微信公众平台开发|黑马程序员","http://pan.baidu.com/s/1o8EtDqE"
"Net全套就业视频教程之DotNet基础加强","http://pan.baidu.com/s/1dE146bf"
".Net全套就业视频教程之数据库开发及ADO.NET","http://pan.baidu.com/s/1bnUCflP"
".Net全套就业视频教程之Html基础加强","http://pan.baidu.com/s/1bnUCflP"
".Net全套就业视频教程之Javascript基础加强","http://pan.baidu.com/s/1bnUCflP"
".Net  jQuery教程_jQuery视频教程|黑马程序员","http://pan.baidu.com/s/1bnUCflP"
".Net全套就业视频教程之简单三层综合项目","http://pan.baidu.com/s/1dE146bf"
".Net全套就业视频教程之简单三层架构","http://pan.baidu.com/s/1dE146bf"
".Net全套就业视频教程之Asp.Net","http://pan.baidu.com/s/1dE146bf"
".Net 在线图书商城项目_黑马程序员","http://pan.baidu.com/s/1dE146bf"
".Net全套就业视频教程之MVC OA项目","http://pan.baidu.com/s/1dE146bf"
"WindowsPhone开发视频教程_黑马程序员","http://pan.baidu.com/s/1bnUCflP"
"JavaScript-高级面向对象视频教程","http://pan.baidu.com/s/1o8POXKm"
"JavaScript高级框架设计","http://pan.baidu.com/s/1nvNjnnF"
"C语言视频教程_C语言入门视频教程|黑马程序员","http://pan.baidu.com/s/1cGjK1S"
"移动web移动教程","https://pan.baidu.com/s/1d3nxxW"
"JavaScript基础加强","http://pan.baidu.com/s/1skDXr6t"
"HTML教程（热门教程）_黑马程序员","http://pan.baidu.com/s/1i5oXHjv"
"PHP新课程体系javascript+jQuery","https://pan.baidu.com/s/1d8CHKq"
"Swift3.0微博项目实战","http://pan.baidu.com/s/1eRU8Eg6"
"Android手机卫士项目|黑马程序员","http://pan.baidu.com/s/1nvmBvMp"
"iOS全套系列教程之UI基础视频","http://pan.baidu.com/s/1miyiHcs"
"iOS教程 UI进阶教程","http://pan.baidu.com/s/1geJHt1D"
"新iOS多线程开发实战","http://pan.baidu.com/s/1o8uaPXC"
"新iOS开发之网络通信","http://pan.baidu.com/s/1bpgkiOf"
"iOS项目实战 新浪微博项目|黑马程序员","http://pan.baidu.com/s/1sl1ws2L"
"新iOS开发之知识拓展","http://pan.baidu.com/s/1csxyf8"
"新iOS开发之iPad开发","http://pan.baidu.com/s/1hs5czB2"
"新iOS开发之即时通讯","http://pan.baidu.com/s/1qYo7hlq"
"AppleWatch开发教程_AppleWatch开发视频教程|黑马程序员","http://pan.baidu.com/s/1c1GzGkg"
"MySQL高级视频教程_黑马程序员","http://pan.baidu.com/s/1o8U8Fvc"
"H5+CSS3教程视频","http://pan.baidu.com/s/1eSJtHiM"
"web前端教程Ajax教程","http://pan.baidu.com/s/1qXWqpDa"
"8天从小白到大神蜕变秘籍之Photoshop","https://pan.baidu.com/s/1qZTPCbM"
"Mongodb教程_Mongodb视频教程|黑马程序员","http://pan.baidu.com/s/1i5frYV7"
"linux服务器开发二-系统编程","http://pan.baidu.com/s/1boEz29p"
"2016版 C/C++与数据库开发","http://pan.baidu.com/s/1mhIQOnY"
"Hibernate教程_Hibernate视频教程|黑马程序员","http://pan.baidu.com/s/1qYrUBxi"
"20天精通Android开发","http://pan.baidu.com/s/1pKCFyvL"
"SEM投放攻略基础篇","http://pan.baidu.com/s/1mhXKvDQ"
"NoSQL之Redis技术","http://pan.baidu.com/s/1o8Ixz7O"
"linux服务器开发一-基础编程","http://pan.baidu.com/s/1dES862H"
"HyBrid App教程_HyBrid App教程视频_HyBrid App教程下载","http://pan.baidu.com/s/1gf7MuR5"
"玩转Github开发|黑马程序员","http://pan.baidu.com/s/1c1kV5W"
"QT界面开发","http://pan.baidu.com/s/1i55aaYL"
"linux服务器开发三-网络编程","http://pan.baidu.com/s/1o7AFrNc"
"Struts2教程_Struts2视频教程|黑马程序员","http://pan.baidu.com/s/1o855R8Q"
"LAMP编程之Linux视频","http://pan.baidu.com/s/1c2880Sg"
"Python基础教程_Python基础视频教程|黑马程序员","https://pan.baidu.com/s/1kWUFL47"
"Spring教程_Spring视频教程从入门到精通|黑马程序员","https://pan.baidu.com/s/1nvfj7uD"
"ThinkPHP开发框架","http://pan.baidu.com/s/1c6A9Ue"
"打造会代码的全能设计师成长之路","https://pan.baidu.com/s/1dTCl5O"
"CRM项目实战视频（SSH2）|黑马程序员","https://pan.baidu.com/s/1kUSxb1P"
"Flash教程_Flash视频教程|黑马程序员","https://pan.baidu.com/s/1ggoQ2cz"
"laravel教程_laravel视频教程|黑马程序员","http://pan.baidu.com/s/1qXSmNJQ"
"新媒体营销特训营基础班","http://pan.baidu.com/s/1gfl5QTH"
"淘宝电商特训营基础班","http://pan.baidu.com/s/1kUPdgzl"
"SEM教程_SEM视频教程|黑马程序员","http://pan.baidu.com/s/1bpzROE7"
"SEO搜索引擎优化进阶","http://pan.baidu.com/s/1bFScNG"
"淘宝店铺装修实战操作视频","http://pan.baidu.com/s/1kUS1k71"
"黑马程序员-互联网人的终极目标——自明星【含全套资料】","http://pan.baidu.com/s/1nvSDqrf"
"你不知道的自媒体月入8000的秘密【含全套资料】","http://pan.baidu.com/s/1qXXHyEw"
"Java项目 管家婆项目实战|黑马程序员","http://pan.baidu.com/s/1miyTRK0"
"Android项目之植物大战僵尸项目实战|黑马程序员","http://pan.baidu.com/s/1eR8tMIA"
"JIN教程_JIN视频教程|黑马程序员","http://pan.baidu.com/s/1mi8xOes"
"Java教程|Java基础班-小白的福音（冯老师）","http://pan.baidu.com/s/1o82U4YI"
"Linux+Redis实战教程","http://pan.baidu.com/s/1jIQdoJO"
"Maven教程_Maven视频教程|黑马程序员","http://pan.baidu.com/s/1dFek5Zr"
"MFC教程_MFC教程视频_MFC教程下载","http://pan.baidu.com/s/1bpku1D9"
"jQuery精品教程","http://pan.baidu.com/s/1hrM3Vta"
"JavaWeb网上商城实战视频教程|黑马程序员","http://pan.baidu.com/s/1dE7aWVn"
"PS精品教程","https://pan.baidu.com/s/1dpcpKM"
"AI教程_AI视频教程|黑马程序员","https://pan.baidu.com/s/1ht7LqHQ"
"平面设计实战","https://pan.baidu.com/s/1c389xgW"
"电商设计实战","https://pan.baidu.com/s/1i5RLLDN"
"网页设计实战","https://pan.baidu.com/s/1c4atHMo"
"UI基础教程_UI基础视频教程|黑马程序员","https://pan.baidu.com/s/1dBvraQ"
"UI实战教程","https://pan.baidu.com/s/1c3IIL8k"
"10天玩转web前端","http://pan.baidu.com/s/1gfcMcLX"
"Dreamweaver项目实战","https://pan.baidu.com/s/1kVTJ9yv"
"JavaScript & jQuery精品教程","https://pan.baidu.com/s/1bqADsGB"
"响应式网页制作","http://pan.baidu.com/s/1bp8Ir2R"
"Axure交互设计教程","https://pan.baidu.com/s/1jKjAT2u"
"AE教程_AE视频教程|黑马程序员","https://pan.baidu.com/s/1oAn63Zs"
"手绘教程_手绘视频教程|黑马程序员","https://pan.baidu.com/s/1htYjFj2"
"H5+全栈入门教程","http://pan.baidu.com/s/1o8yu0Vw"
"美食美刻网站制作实战","http://pan.baidu.com/s/1gfFwHf9"
"PHP入门教程_黑马程序员","http://pan.baidu.com/s/1geHi5R9"
"PHP核心编程12天","https://pan.baidu.com/s/1eTA7BuM"
"Python全栈教程_快速搭建Web服务器","https://pan.baidu.com/s/1pNr8mMJ"
"Django视频教程_Django入门视频教程|黑马程序员","https://pan.baidu.com/s/1o98oZUi"
"Scrapy教程_Scrapy视频教程|黑马程序员","https://pan.baidu.com/s/1qYXDitI"
"Android项目 智慧北京项目实战|黑马程序员","http://pan.baidu.com/s/1slwglY1"
"做好问答营销，轻松搞定10万流量【含全套资料】","http://pan.baidu.com/s/1skZfLBf"
"如何快速获取百万精准客户手机号【含全套资料】","http://pan.baidu.com/s/1bQMO3s"
"数据营销-邮件精准投放日引流量破万的秘诀【含全套资料】","http://pan.baidu.com/s/1c22C632"
"PHP入门教程_PHP基础之Web前端","http://pan.baidu.com/s/1qYa3IVU"
"PHP入门教程_PHP从入门到精通视频教程|黑马程序员","http://pan.baidu.com/s/1jICAdFo"
"PS入门教程下载_300集PS从入门到精通教程","https://pan.baidu.com/s/1dGxHYST"
"Kotlin教程_Kotlin视频教程|黑马程序员","http://pan.baidu.com/s/1sl2nIvN"
"Web前端入门教程_Web前端入门视频教程|黑马程序员","http://pan.baidu.com/s/1jIcd84e"
"面试题破解之银行业务调度系统教程","http://pan.baidu.com/s/1miQKQIs"
"Java快速入门教程（Java基础班全套教程）","https://pan.baidu.com/s/1c4bFDJi"
"Java教程_面试题破解之交通管理系统教程","http://pan.baidu.com/s/1cs9KeE"
"PHP初级 CSS教程_CSS入门教程|黑马程序员","http://pan.baidu.com/s/1c15MFhI"
"BootStrap教程_BootStrap视频教程|黑马程序员","https://pan.baidu.com/s/1cGqxVw"
"Python入门教程完整版（懂中文就能学会）","https://pan.baidu.com/s/1kWTtPaB"
"C语言小白入门基础教程","https://pan.baidu.com/s/1kUNjGn9"
"2017版 C++基础教程完整版","http://pan.baidu.com/s/1hs5VrA8"
"2017版 服务器开发之linux基础编程","http://pan.baidu.com/s/1eS4DVrW"
"2017版 服务器开发之linux系统编程","http://pan.baidu.com/s/1slPWrgx"
"揭秘转发量10万+的微信公众号黑科技【含全套资料】","http://pan.baidu.com/s/1miQMzsk"
"一节课学会标题字故障艺术制作","https://pan.baidu.com/s/1htsSjL6"
"2017版 服务器开发之linux网络编程","http://pan.baidu.com/s/1pLgFm0F"
"2017版 C/C++与数据库开发","http://pan.baidu.com/s/1c2csd24"
"vue2.0入门及实战开发","http://pan.baidu.com/s/1jIL1AyM"
"Ajax从入门到精通|黑马程序员","http://pan.baidu.com/s/1kVKes43"
"百度外卖项目教程|黑马程序员","http://pan.baidu.com/s/1hsQXdvI"
"企业项目实战PC专题页","http://pan.baidu.com/s/1dE3gGOp"
"JavaScript教程精讲（知识点精讲+贪吃蛇项目）","https://pan.baidu.com/s/1kUK6cAz"
"Sketch教程从入门到精通","https://pan.baidu.com/s/1o9c0VZ8"
"PHP系列教程之一阶段崭露头角","https://pan.baidu.com/s/1pL5MHKn"
"Java教程|Mybatis由浅入深教程","https://pan.baidu.com/s/1pLompjt"
"初识前端与移动开发到项目开发（知识精讲+多个项目案例）","https://pan.baidu.com/s/1o8eL8yI"
"PHP系列教程之二阶段学有小成","https://pan.baidu.com/s/1o9e2g3K"
"ERP项目","https://pan.baidu.com/s/1qZEXeFU"
"国际物流云商项目","https://pan.baidu.com/s/1oAedCPs"
"国家电力资源管理系统","https://pan.baidu.com/s/1dKPrky"
"品优购电商系统开发","https://pan.baidu.com/s/1dGh37Nz"
"速运快递项目","https://pan.baidu.com/s/1pMxykvL"
"淘淘商城","https://pan.baidu.com/s/1daOesQ"
"宅急送BOS物流项目","https://pan.baidu.com/s/1qZuEs1I"
"医药集中采购系统","https://pan.baidu.com/s/1bqKN8cv"
"大数据hadoop教程入门","https://pan.baidu.com/s/1brllQlL"
"20小时入门学会go语言","https://pan.baidu.com/s/1jJPsThk"
"计算机等级考试二级C语言教程","https://pan.baidu.com/s/1dAajvw"
"新巴巴运动网","https://pan.baidu.com/s/1dqx4i6"
"办公室必会软件全套教程","https://pan.baidu.com/s/1nwLjaVB"
"新媒体基础&PS基础","https://pan.baidu.com/s/1bq1Q8R9"
"微信运营实战教程","https://pan.baidu.com/s/1dGUSKJf"
"新媒体微博运营实战教程","https://pan.baidu.com/s/1ggJZt8f"
"营销策划深入浅出教程","https://pan.baidu.com/s/1o9jToBw"
"媒介推广全套精品教程","https://pan.baidu.com/s/1eUaWvK2"
"电商运营之店铺基础设置阶段","https://pan.baidu.com/s/1nwlYj8H"
"电商运营之店铺运营推广阶段","https://pan.baidu.com/s/1oApAjbk"
"软件测试基础入门教程","https://pan.baidu.com/s/1dGeMWMH"
"130集photoshop2018版（上）","https://pan.baidu.com/s/1o9z35ai"
"130集photoshop精华版（中）","https://pan.baidu.com/s/1ggX7KxP"
"130集photoshop精华版（下）","https://pan.baidu.com/s/1dSYnc6"
"PHP全套之三登堂入室","https://pan.baidu.com/s/1q-geiHf9Yf5gIa2TBXeB8g"
"新媒体营销策划系列课程 （适合初学者）","https://pan.baidu.com/s/1emAn_-XLDLsT6-2PIJ67Bg"
"电商运营基础教程完整版 （轻松入门）","https://pan.baidu.com/s/1FrrZZj94dOFECi6oeV3qMQ"
"6天玩转JavaScript基础教程","https://pan.baidu.com/s/1smLcfEl"
"Web api入门教程教程","https://pan.baidu.com/s/1hukwU5Q"
"JavaScript高阶教程","https://pan.baidu.com/s/1c3d3qhi"
"PHP后台开发教程","https://pan.baidu.com/s/1HaYxo1Wv-eNi9N9xMfrHYQ"
"2018版Ajax教程精讲","https://pan.baidu.com/s/1miXNrtQ"
"阿里百秀项目实战","https://pan.baidu.com/s/1dFQ9YFn"
"canvas入门教程","https://pan.baidu.com/s/1dGilegx"
"电商项目实战","https://pan.baidu.com/s/1rsA7RfXMqerPfYuKDnxI-A"
"2018版Html5+Css3由浅入深教程","https://pan.baidu.com/s/1dxkr9s"
"2018移动web进阶教程","https://pan.baidu.com/s/14RM6tcORzjfXF0TkLogU0w"
"Nodejs教程精讲","https://pan.baidu.com/s/1hZ2FBzvES_Toz6SgW0t-AA"
"2018年Vue.js深入浅出教程","https://pan.baidu.com/s/1bUdzAkPVHJrJPcBuOgKpgA"
"电商高级运营系列课程","https://pan.baidu.com/s/16zLGAQSMoEMg86XQXUn9KA"
"7天学会EUI电商设计","https://pan.baidu.com/s/1EczslRdKBvT9rW1NWPCqmg"
"GUI界面设计实战","https://pan.baidu.com/s/12mZiPddA3C6Aj5i_JtRoYg"
"游戏UI界面设计","https://pan.baidu.com/s/15Yq0KUXpDaioRAnY7LHfTg"
"选框+绘图+抠图系统强化训练","https://pan.baidu.com/s/1S2JV9guwHjkqwH-UmAm8Vg"
"钢笔+文字排版设计训练","https://pan.baidu.com/s/1rjD0ftF5RsjpINPQxw_SWA"
"绘图及渐变教程精讲","https://pan.baidu.com/s/1E1Bv-P4aShQVvOCNYbxWgA"
"快速案例制作“新年促销海报”","https://pan.baidu.com/s/1uUfybqzL0tyFPynvTC66dg"
